Database of Agriculture from Mediterranean-Basin and Europe (DAME);;;;;;;;;;;;
Decision-Making Table;;;;;;;;;;;;
Country;Administrative Level;Source Crop;Decision;Std Crop;Crop Subgroup;Crop Group;Area Type;Unit transformation;Source Units;Yield Data Availability;Production Data Availability;Source Data
Morocco;3;Tabac;Keep and rename;tobacco;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Autres cultures industrielles;Drop;;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Tournesol;Keep and rename;sunflower;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Arachide;Keep and rename;groundnut;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Colza;Keep and rename;oilseed rape;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Tomates;Keep and rename;tomato;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Pomme de Terre;Keep and rename;potato;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Carottes;Keep and rename;carrot;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Navet;Keep and rename;turnip;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Melon;Keep and rename;melon;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Pastèque;Keep and rename;watermelon;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Petits Pois;Keep and rename;green peas;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Haricots verts;Keep and rename;green beans;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Fèves Vertes;Keep and rename;faba beans;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Oignons;Group and Sum;onion and garlic;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Courgettes;Keep and rename;courgette;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Concombre;Keep and rename;cucumber;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Ail;Group and Sum;onion and garlic;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Choux fleurs-choux pommés;Keep and rename;cauliflower and cabbage;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Fruits rouges;Keep and rename;strawberry and raspberries;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Autres cultures maraîchères;Drop;;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Cultures fourragères;Drop;;;;Sown Area;Re-scaled;thousand hectares;yes;yes;92
Morocco;3;Abricotiers;Keep and rename;apricot;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Agrumes;Keep and rename;citrus fruits total;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Amandiers;Keep and rename;almond;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Cognassier;Keep and rename;quince;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Figuiers;Keep and rename;fig;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;"Grenadier
";Keep and rename;pomegranate;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Cactus;Keep and rename;prickly pear;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Noyer;Keep and rename;walnut;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Oliviers;Keep and rename;olive groves;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Pommier;Keep and rename;apple;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Prunier;Keep and rename;plum;;;Sown Area;Original;hectares;yes;yes;92
Morocco;3;Abricotier;Keep and rename;apricot;;;Sown Area;Original;hectares;yes;yes;93
Morocco;3;Agrumes;Keep and rename;citrus fruits total;;;Sown Area;Original;hectares;yes;yes;93
Morocco;3;Oliviers;Keep and rename;olive groves;;;Sown Area;Original;hectares;yes;yes;93
Morocco;3;Dattier;Keep and rename;date palm;;;Sown Area;Original;hectares;yes;yes;93
Netherlands;2;Wheat (total);Keep and rename;wheat;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Wheat, winter;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Wheat, spring;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Barley (total);Keep and rename;barley;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Barley, winter;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Barley, spring;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Rye;Keep and rename;rye;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Oats;Keep and rename;oats;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Triticale;Keep and rename;triticale;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Grain maize;Keep and rename;maize;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Green maize;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Maize, corn cob mix;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Kidney beans;Keep and rename;kidney beans;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Rape and turnip rape seed;Keep and rename;oilseed rape;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Fibre flax;Keep and rename;fiber flax;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Chicory;Keep and rename;chicory;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Hemp;Keep and rename;hemp;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Potatoes (total);Keep and rename;potato;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Ware potatoes;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Seed potatoes;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Starch potatoes;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Sugar beet;Keep and rename;sugar beet;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Seed onions (total);Keep and rename;onions;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Seed onions: yellow;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Seed onion: red;Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;2;Onion sets (2nd year);Drop;;;;Sown Area;Original;hectares;yes;yes;94
Netherlands;1;Vegetables;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Other vegetables;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Vegetables under glass;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Vegetables open field;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Strawberries (total);Keep and rename;strawberry;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Strawberries, production;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Leafy and stalked vegetables (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Belgian endive;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Lettuce, leafy and other kinds;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Lettuce, iceberg;Keep and rename;lettuce;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Leeks;Keep and rename;leek;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Asparagus (total);Keep and rename;asparagus;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Tuberous and root vegetables (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Onions (total);Keep and rename;onion;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Radishes;Keep and rename;radish;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Bunched and washed carrots;Keep and rename;carrot;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Cabbages (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;White cabbage;Keep and rename;white cabbage;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Red cabbage;Keep and rename;red cabbage;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Chinese cabbage;Keep and rename;Chinese cabbage;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Kale;Keep and rename;kale;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Legumes (vegetables) (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Broad beans;Keep and rename;faba beans;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;French beans;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Fruiting vegetables (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Courgettes;Keep and rename;courgette;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Tomatoes (total);Keep and rename;tomato;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Cucumbers;Keep and rename;cucumber;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Vegetables, open field (excl onions);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Green peas;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Celeriac;Keep and rename;celeriac;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Beetroot;Keep and rename;beet root;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Scorzonera;Keep and rename;scorzonera;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Spinach;Keep and rename;spinach;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Winter Carrots;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Vegetables, market garden (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Endive;Drop;endive;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Cauliflower;Keep and rename;cauliflower;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Broccoli;Keep and rename;broccoli;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Bulb fennel;Keep and rename;fennel;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Celery;Keep and rename;celery;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Green cabbage;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Conical cabbage;Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Brussels sprouts;Keep and rename;brussels sprouts;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Eggplants;Keep and rename;eggplant;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Strawberries under glass (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Peppers (total);Keep and rename;pepper;;;Sown Area;Original;hectares;yes;yes;95
Netherlands;1;Mushrooms (total);Drop;;;;Sown Area;Original;hectares;yes;yes;95
North Macedonia;4;Wheat;Keep and rename;wheat;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Rye;Keep and rename;rye;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Barley;Keep and rename;barley;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Oats;Keep and rename;oats;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Maize;Keep and rename;maize;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Rice;Keep and rename;rice;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Sunflower;Keep and rename;sunflower;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Tobacco;Keep and rename;tobacco;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Potatoes;Keep and rename;potato;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Onion;Keep and rename;onion;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Garlic;Keep and rename;garlic;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Beans-single maincrop;Keep and rename;kidney beans;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Peas-grain;Keep and rename;dry peas;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Lentil;Keep and rename;lentils;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Cabbage;Keep and rename;cabbage;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Tomatoes;Keep and rename;tomato;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Peppers;Keep and rename;pepper;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Cucumbers;Keep and rename;cucumber;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Melons and watermelons;Keep and rename;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Clover;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Alfalfa;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Vetches-hay;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Fodder peas-hay;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Fodder maize;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Fodder beet;Drop;;;;Sown Area;Original;hectares;yes;yes;96
North Macedonia;4;Vineyards;Keep and rename;vineyards;;;Harvested Area;Original;hectares;yes;yes;98
North Macedonia;4;Cherries;To Be Incorporated;cherries;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Sour cherries;To Be Incorporated;sour cherries;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Apricots;To Be Incorporated;apricot;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Quinces;To Be Incorporated;quince;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Apples;To Be Incorporated;apple;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Pears;To Be Incorporated;pear;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Plums;To Be Incorporated;plum;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Peaches;To Be Incorporated;peach;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Walnuts;To Be Incorporated;walnut;;;Number of trees;Original;number of trees;no;yes;97
North Macedonia;4;Almonds;To Be Incorporated;almond;;;Number of trees;Original;number of trees;no;yes;97
Norway;3;Agricultural area in use, total;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Cultivated land;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Open fields and gardens;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Grain and oil seeds;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Wheat;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Barley;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Oats;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Potato;Keep and rename;potato;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Green fodder and silage;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Vegetables, field grown;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Meadows for mowing and pastures;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Cultivated meadows;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Permanent grassland and surface cultivated land;Drop;;;;Utilised Area;Re-scaled;decares;no;no;99
Norway;3;Wheat, total (decares);Keep and rename;wheat;;;Utilised Area;Re-scaled;decares;yes;yes;100
Norway;3;Rye and triticale (decares);Keep and rename;rye and triticale;;;Utilised Area;Re-scaled;decares;yes;yes;100
Norway;3;Barley (decares);Keep and rename;barley;;;Utilised Area;Re-scaled;decares;yes;yes;100
Norway;3;Oats (decares);Keep and rename;oats;;;Utilised Area;Re-scaled;decares;yes;yes;100
Norway;3;Oil seeds (decares);Keep and rename;oilseeds total;;;Utilised Area;Re-scaled;decares;yes;yes;100
Norway;3;Berries (decares);Keep and rename;berries total;;;Utilised Area;Re-scaled;decares;no;no;101
Palestine;3;Wheat;Keep and rename;wheat;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sorghum;Keep and rename;maize;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Barley;Keep and rename;barley;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Oats;Keep and rename;oats;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Broom Corn;Keep and rename;sorghum;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Dry Garlic;Keep and rename;dry garlic;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Dry Onion;Group and Sum;dry onion;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Onion Tuber;Group and Sum;dry onion;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Seed Onion;Group and Sum;dry onion;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Peanut;Keep and rename;groundnut;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Safflower;Keep and rename;safflower;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sesame;Keep and rename;sesame;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sun Flower;Keep and rename;sunflower;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chichory;Keep and rename;chicory;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Anise;Keep and rename;anise;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Meramieh;Keep and rename;meramieh;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Ment;Keep and rename;mint;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Thyme;Keep and rename;thyme;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chamomile;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Blach Cumin;Group and Sum;cumin;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cumin;Group and Sum;cumin;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Rosemary;Keep and rename;rosemary;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Other Beverage Crops;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Kidney Bean;Keep and rename;kidney beans;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Broad Bean;Keep and rename;dry faba beans;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chick Peas;Keep and rename;chickpeas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Dry Cowpea;Keep and rename;dry cowpeas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Lentil;Keep and rename;lentils;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Peas;Keep and rename;dry peas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Fenugreek;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Vetch;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sern;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Rampling Vetch;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Other Leumes;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Mixed Crops;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sugar Beet;Keep and rename;sugar beet;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sugarcane;Keep and rename;sugar cane;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Clover;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Alfalfa;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Tobacco;Group and Sum;tobacco;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Local Tobacco;Group and Sum;tobacco;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Tombak;Group and Sum;tobacco;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Other Field Crops;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chard;Keep and rename;chard;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Parsley;Keep and rename;parsley;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Warak Lesan;Keep and rename;tobacco warak lesan;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Jew's Mallow;Keep and rename;molokhia;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Spinach;Keep and rename;spinach;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Lettuce;Keep and rename;lettuce;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cauliflower;Keep and rename;cauliflower;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Red Cabbage;Group and Sum;cabbage;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;White Cabbage;Group and Sum;cabbage;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Artichoke;Keep and rename;artichoke;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Maize;Group and Sum;maize;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Tomato;Keep and rename;tomato;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Eggplants;Keep and rename;eggplant;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Snake Cucumber;Keep and rename;snake cucumber;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cucumbers;Keep and rename;cucumber;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;White Wall-rocket;Group and Sum;arugula;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Arugula;Group and Sum;arugula;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Coriander;Keep and rename;coriander;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cress;Keep and rename;cress;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Fennen;Keep and rename;fennel;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chichory;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sorrel;Keep and rename;sorrel;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Red Beet;Keep and rename;beet root;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Radishes;Keep and rename;radish;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Onion;Keep and rename;onion;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Garlic;Keep and rename;garlic;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Turnip;Keep and rename;turnip;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Carrot;Keep and rename;carrot;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Okra;Keep and rename;okra;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Pumpkin;Keep and rename;pumpkin;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Gourd;Keep and rename;gourd;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Squash;Keep and rename;squash;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Muskmelon;Keep and rename;melon;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Water Melon;Keep and rename;watermelon;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chamomile;Keep and rename;chamomile;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Thyme;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Ment;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Meramieh;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Hot Pepper;Keep and rename;chili pepper;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Paprika;Keep and rename;pepper;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Taro;Keep and rename;taro;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Sweet Potato;Keep and rename;sweet potato;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Potato;Keep and rename;potato;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Strawberry;Keep and rename;strawberry;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Other Vegetables;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Mashroom;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Mixed Vegetables;Drop;;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cut Flower;Keep and rename;cutflowers;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Peas (green);Keep and rename;green peas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Cowpea;Keep and rename;green cowpeas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Chick Peas (green);Keep and rename;green chickpeas;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Broad Bean (green);Keep and rename;faba beans;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Kidney Bean (yellow);Group and Sum;green beans;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Kidney Bean (green);Group and Sum;green beans;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Jojoba;Keep and rename;jujube;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Avocado;Keep and rename;avocado;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Banana;Keep and rename;banana;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Date;Keep and rename;date palm;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Fig;Keep and rename;fig;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Mango;Keep and rename;mango;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Aloe;Keep and rename;aloe;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Loquat;Keep and rename;loquat;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Carica papaya;Keep and rename;papaya;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Guava;Keep and rename;guava;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Custard apple;Keep and rename;cherimoya;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Grapefruit;Keep and rename;grapefruit;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Bomaly;Keep and rename;pomelo;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Lemon;Keep and rename;lemon;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Valencia orange;Keep and rename;valencia orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Shammoty Orange;Keep and rename;shamouti orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Navel Orange;Keep and rename;navel orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Balady Orange;Keep and rename;baladi orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Francawy Orange;Keep and rename;french orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Zaglol Orange;Keep and rename;blood orange;;;Sown Area;Re-scaled;dunums;no;no;102
Palestine;3;Mandarin;Keep and rename;mandarin;;;Sown Area;Re-scaled;dunums;no;no;102
